LAC,LAC vs. OKC,10/19/2018,W,48,108,35,81,43.2,11,26,42.3,27,36,75,10,38,48,21,15,3,3,24,16
ATL,ATL @ MEM,10/19/2018,L,48,117,41,83,49.4,14,30,46.7,21,36,58.3,11,29,40,27,19,9,5,31,-14
CLE,CLE @ MIN,10/19/2018,L,48,123,45,93,48.4,8,23,34.8,25,29,86.2,13,30,43,26,14,5,2,24,-8
OKC,OKC @ LAC,10/19/2018,L,48,92,34,95,35.8,7,33,21.2,17,23,73.9,15,37,52,18,13,5,4,29,-16
UTA,UTA vs. GSW,10/19/2018,L,48,123,40,89,44.9,19,46,41.3,24,29,82.8,10,28,38,24,17,11,4,19,-1
IND,IND @ MIL,10/19/2018,L,48,101,38,87,43.7,6,18,33.3,19,27,70.4,9,32,41,14,17,7,3,25,-17
NOP,NOP vs. SAC,10/19/2018,W,48,149,56,95,58.9,16,31,51.6,21,33,63.6,12,40,52,35,16,6,4,25,20
MIL,MIL vs. IND,10/19/2018,W,48,118,44,93,47.3,17,46,37,13,21,61.9,11,39,50,27,17,9,8,26,17
MIA,MIA @ WAS,10/18/2018,W,48,113,38,97,39.2,12,35,34.3,25,34,73.5,22,33,55,25,19,6,5,26,1
CHI,CHI @ PHI,10/18/2018,L,48,108,44,101,43.6,11,33,33.3,9,12,75,5,34,39,28,12,4,6,23,-19
WAS,WAS vs. MIA,10/18/2018,L,48,112,38,81,46.9,7,26,26.9,29,39,74.4,7,33,40,19,14,7,15,31,-1
POR,POR vs. LAL,10/18/2018,W,48,128,44,100,44,13,37,35.1,27,29,93.1,14,40,54,21,17,9,10,26,9
PHI,PHI vs. CHI,10/18/2018,W,48,127,44,93,47.3,12,36,33.3,27,30,90,11,44,55,30,13,10,8,17,19
LAL,LAL @ POR,10/18/2018,L,48,119,45,93,48.4,7,30,23.3,22,29,75.9,8,38,46,23,15,10,6,26,-9
BKN,BKN @ DET,10/17/2018,L,48,100,40,82,48.8,5,27,18.5,15,22,68.2,5,34,39,28,19,9,5,23,-3
MEM,MEM @ IND,10/17/2018,L,48,83,25,84,29.8,10,29,34.5,23,28,82.1,7,21,28,16,10,11,3,18,-28
DET,DET vs. BKN,10/17/2018,W,48,103,39,92,42.4,6,24,25,19,22,86.4,14,32,46,21,17,5,5,20,3
SAS,SAS vs. MIN,10/17/2018,W,48,112,40,93,43,11,25,44,21,29,72.4,19,33,52,22,12,3,4,22,4
MIN,MIN @ SAS,10/17/2018,L,48,108,39,91,42.9,6,19,31.6,24,27,88.9,14,32,46,20,11,9,2,27,-4
DEN,DEN @ LAC,10/17/2018,W,48,107,33,87,37.9,8,24,33.3,33,42,78.6,14,42,56,20,11,6,9,22,9
SAC,SAC vs. UTA,10/17/2018,L,48,117,49,95,51.6,7,19,36.8,12,18,66.7,5,32,37,17,9,8,3,27,-6
NOP,NOP @ HOU,10/17/2018,W,48,131,52,98,53.1,10,25,40,17,22,77.3,14,40,54,36,12,8,3,25,19
NYK,NYK vs. ATL,10/17/2018,W,48,126,45,99,45.5,12,33,36.4,24,31,77.4,10,36,46,21,16,12,6,23,19
IND,IND vs. MEM,10/17/2018,W,48,111,47,83,56.6,10,26,38.5,7,13,53.8,13,44,57,29,20,2,7,24,28
HOU,HOU vs. NOP,10/17/2018,L,48,112,39,92,42.4,16,48,33.3,18,24,75,8,29,37,21,12,8,7,22,-19
MIL,MIL @ CHA,10/17/2018,W,48,113,42,85,49.4,14,34,41.2,15,20,75,11,46,57,26,21,5,4,25,1
ATL,ATL @ NYK,10/17/2018,L,48,107,41,90,45.6,10,36,27.8,15,18,83.3,7,38,45,19,24,7,3,30,-19
DAL,DAL @ PHX,10/17/2018,L,48,100,38,88,43.2,10,33,30.3,14,20,70,10,28,38,28,9,7,5,16,-21
CHA,CHA vs. MIL,10/17/2018,L,48,112,41,92,44.6,16,38,42.1,14,22,63.6,9,32,41,21,11,8,9,19,-1
ORL,ORL vs. MIA,10/17/2018,W,48,104,39,94,41.5,7,25,28,19,31,61.3,14,37,51,20,12,7,7,25,3
CLE,CLE @ TOR,10/17/2018,L,48,104,34,85,40,7,19,36.8,29,39,74.4,14,35,49,17,16,4,0,25,-12
TOR,TOR vs. CLE,10/17/2018,W,48,116,45,92,48.9,14,33,42.4,12,20,60,8,35,43,21,10,6,7,29,12
MIA,MIA @ ORL,10/17/2018,L,48,101,38,97,39.2,9,33,27.3,16,22,72.7,14,38,52,16,17,4,5,28,-3
UTA,UTA @ SAC,10/17/2018,W,48,123,41,79,51.9,13,27,48.1,28,38,73.7,5,39,44,21,17,8,4,19,6
LAC,LAC vs. DEN,10/17/2018,L,48,98,35,88,39.8,8,28,28.6,20,24,83.3,9,38,47,21,14,3,9,32,-9
PHX,PHX vs. DAL,10/17/2018,W,48,121,44,81,54.3,19,34,55.9,14,16,87.5,6,38,44,35,12,5,2,22,21
OKC,OKC @ GSW,10/16/2018,L,48,100,33,91,36.3,10,37,27,24,37,64.9,16,29,45,21,15,12,6,21,-8
BOS,BOS vs. PHI,10/16/2018,W,48,105,42,97,43.3,11,37,29.7,10,14,71.4,12,43,55,21,15,7,5,20,18
PHI,PHI @ BOS,10/16/2018,L,48,87,34,87,39.1,5,26,19.2,14,23,60.9,6,41,47,18,16,8,5,20,-18
GSW,GSW vs. OKC,10/16/2018,W,48,108,42,95,44.2,7,26,26.9,17,18,94.4,17,41,58,28,21,7,7,29,8
